municipio,ano,cor,populacao
Palmital,2010,Indígena,4
Panorama,2010,Indígena,34
Paraguaçu Paulista,2010,Indígena,50
Paraibuna,2010,Indígena,8
Paraíso,2010,Indígena,1
Paranapanema,2010,Indígena,20
Paranapuã,2010,Indígena,2
Parapuã,2010,Indígena,8
Pardinho,2010,Indígena,1
Pariquera-Açu,2010,Indígena,99
Parisi,2010,Indígena,3
Patrocínio Paulista,2010,Indígena,7
Paulicéia,2010,Indígena,2
Paulínia,2010,Indígena,101
Paulistânia,2010,Indígena,1
Paulo de Faria,2010,Indígena,6
Pederneiras,2010,Indígena,19
Pedra Bela,2010,Indígena,1
Pedranópolis,2010,Indígena,0
Pedregulho,2010,Indígena,5
Pedreira,2010,Indígena,42
Pedrinhas Paulista,2010,Indígena,5
Pedro de Toledo,2010,Indígena,10
Penápolis,2010,Indígena,31
Pereira Barreto,2010,Indígena,22
Pereiras,2010,Indígena,4
Peruíbe,2010,Indígena,434
Piacatu,2010,Indígena,4
Piedade,2010,Indígena,57
Pilar do Sul,2010,Indígena,10
Pindamonhangaba,2010,Indígena,143
Pindorama,2010,Indígena,5
Pinhalzinho,2010,Indígena,14
Piquerobi,2010,Indígena,0
Piquete,2010,Indígena,7
Piracaia,2010,Indígena,31
Piracicaba,2010,Indígena,246
Piraju,2010,Indígena,4
Pirajuí,2010,Indígena,14
Pirangi,2010,Indígena,0
Pirapora do Bom Jesus,2010,Indígena,12
Pirapozinho,2010,Indígena,22
Pirassununga,2010,Indígena,61
Piratininga,2010,Indígena,9
Pitangueiras,2010,Indígena,21
Planalto,2010,Indígena,1
Platina,2010,Indígena,8
Poá,2010,Indígena,104
Poloni,2010,Indígena,3
Pompéia,2010,Indígena,6
Pongaí,2010,Indígena,1
Pontal,2010,Indígena,55
Pontalinda,2010,Indígena,1
Pontes Gestal,2010,Indígena,0
Populina,2010,Indígena,6
Porangaba,2010,Indígena,0
Porto Feliz,2010,Indígena,41
Porto Ferreira,2010,Indígena,27
Potim,2010,Indígena,3
Potirendaba,2010,Indígena,0
Pracinha,2010,Indígena,0
Pradópolis,2010,Indígena,7
Praia Grande,2010,Indígena,393
Pratânia,2010,Indígena,0
Presidente Alves,2010,Indígena,3
Presidente Bernardes,2010,Indígena,9
Presidente Epitácio,2010,Indígena,44
Presidente Prudente,2010,Indígena,244
Presidente Venceslau,2010,Indígena,18
Promissão,2010,Indígena,8
Quadra,2010,Indígena,0
Quatá,2010,Indígena,21
Queiroz,2010,Indígena,1
Queluz,2010,Indígena,11
Quintana,2010,Indígena,0
Rafard,2010,Indígena,1
Rancharia,2010,Indígena,43
Redenção da Serra,2010,Indígena,6
Regente Feijó,2010,Indígena,22
Reginópolis,2010,Indígena,0
Registro,2010,Indígena,72
Restinga,2010,Indígena,9
Ribeira,2010,Indígena,2
Ribeirão Bonito,2010,Indígena,10
Ribeirão Branco,2010,Indígena,25
Ribeirão Corrente,2010,Indígena,0
Ribeirão do Sul,2010,Indígena,0
Ribeirão dos Índios,2010,Indígena,2
Ribeirão Grande,2010,Indígena,2
Ribeirão Pires,2010,Indígena,137
Ribeirão Preto,2010,Indígena,565
Riversul,2010,Indígena,0
Rifaina,2010,Indígena,0
Rincão,2010,Indígena,13
Rinópolis,2010,Indígena,2
Rio Claro,2010,Indígena,180
Rio das Pedras,2010,Indígena,21
Rio Grande da Serra,2010,Indígena,41
Riolândia,2010,Indígena,1
Rosana,2010,Indígena,24
Roseira,2010,Indígena,9
Rubiácea,2010,Indígena,1
Rubinéia,2010,Indígena,4
Sabino,2010,Indígena,5
Sagres,2010,Indígena,0
Sales,2010,Indígena,4
Sales Oliveira,2010,Indígena,2
Salesópolis,2010,Indígena,5
Salmourão,2010,Indígena,3
Saltinho,2010,Indígena,3
Salto,2010,Indígena,55
Salto de Pirapora,2010,Indígena,71
Salto Grande,2010,Indígena,2
Sandovalina,2010,Indígena,18
Santa Adélia,2010,Indígena,11
Santa Albertina,2010,Indígena,1
Santa Bárbara d'Oeste,2010,Indígena,83
Santa Branca,2010,Indígena,21
Santa Clara d'Oeste,2010,Indígena,3
Santa Cruz da Conceição,2010,Indígena,8
Santa Cruz da Esperança,2010,Indígena,0
Santa Cruz das Palmeiras,2010,Indígena,13
Santa Cruz do Rio Pardo,2010,Indígena,9
Santa Ernestina,2010,Indígena,3
Santa Fé do Sul,2010,Indígena,33
Santa Gertrudes,2010,Indígena,11
Santa Isabel,2010,Indígena,50
Santa Lúcia,2010,Indígena,1
Santa Maria da Serra,2010,Indígena,1
Santa Mercedes,2010,Indígena,8
Santana da Ponte Pensa,2010,Indígena,0
Santana de Parnaíba,2010,Indígena,56
Santa Rita d'Oeste,2010,Indígena,0
Santa Rita do Passa Quatro,2010,Indígena,31
Santa Rosa de Viterbo,2010,Indígena,12
Santa Salete,2010,Indígena,0
Santo Anastácio,2010,Indígena,22
Santo André,2010,Indígena,575
Santo Antônio da Alegria,2010,Indígena,1
Santo Antônio de Posse,2010,Indígena,21
Santo Antônio do Aracanguá,2010,Indígena,6
Santo Antônio do Jardim,2010,Indígena,6
Santo Antônio do Pinhal,2010,Indígena,1
Santo Expedito,2010,Indígena,9
Santópolis do Aguapeí,2010,Indígena,1
Santos,2010,Indígena,468
São Bento do Sapucaí,2010,Indígena,0
São Bernardo do Campo,2010,Indígena,778
São Caetano do Sul,2010,Indígena,67
São Carlos,2010,Indígena,256
São Francisco,2010,Indígena,2
São João da Boa Vista,2010,Indígena,54
São João das Duas Pontes,2010,Indígena,0
São João de Iracema,2010,Indígena,0
São João do Pau d'Alho,2010,Indígena,0
São Joaquim da Barra,2010,Indígena,37
São José da Bela Vista,2010,Indígena,0
São José do Barreiro,2010,Indígena,9
São José do Rio Pardo,2010,Indígena,21
São José do Rio Preto,2010,Indígena,238
São José dos Campos,2010,Indígena,473
São Lourenço da Serra,2010,Indígena,6
São Luiz do Paraitinga,2010,Indígena,2
São Manuel,2010,Indígena,17
São Miguel Arcanjo,2010,Indígena,26
São Paulo,2010,Indígena,12977
São Pedro,2010,Indígena,23
São Pedro do Turvo,2010,Indígena,4
São Roque,2010,Indígena,49
São Sebastião,2010,Indígena,313
São Sebastião da Grama,2010,Indígena,3
São Simão,2010,Indígena,1
São Vicente,2010,Indígena,418
Sarapuí,2010,Indígena,1
Sarutaiá,2010,Indígena,9
Sebastianópolis do Sul,2010,Indígena,0
Serra Azul,2010,Indígena,8
Serrana,2010,Indígena,11
Serra Negra,2010,Indígena,18
Sertãozinho,2010,Indígena,65
Sete Barras,2010,Indígena,145
Severínia,2010,Indígena,11
Silveiras,2010,Indígena,10
Socorro,2010,Indígena,18
Sorocaba,2010,Indígena,558
Sud Mennucci,2010,Indígena,3
Sumaré,2010,Indígena,160
Suzano,2010,Indígena,357
Suzanápolis,2010,Indígena,0
Tabapuã,2010,Indígena,2
Tabatinga,2010,Indígena,21
Taboão da Serra,2010,Indígena,252
Taciba,2010,Indígena,7
Taguaí,2010,Indígena,4
Taiaçu,2010,Indígena,0
Taiúva,2010,Indígena,2
Tambaú,2010,Indígena,14
Tanabi,2010,Indígena,14
Tapiraí,2010,Indígena,22
Tapiratiba,2010,Indígena,5
Taquaral,2010,Indígena,0
Taquaritinga,2010,Indígena,44
Taquarituba,2010,Indígena,10
Taquarivaí,2010,Indígena,0
Tarabai,2010,Indígena,9
Tarumã,2010,Indígena,3
Tatuí,2010,Indígena,59
Taubaté,2010,Indígena,257
Tejupá,2010,Indígena,4
Teodoro Sampaio,2010,Indígena,15
Terra Roxa,2010,Indígena,11
Tietê,2010,Indígena,16
Timburi,2010,Indígena,3
Torre de Pedra,2010,Indígena,0
Torrinha,2010,Indígena,1
Trabiju,2010,Indígena,0
Tremembé,2010,Indígena,30
Três Fronteiras,2010,Indígena,5
Tuiuti,2010,Indígena,0
Tupã,2010,Indígena,131
Tupi Paulista,2010,Indígena,4
Turiúba,2010,Indígena,0
Turmalina,2010,Indígena,0
Ubarana,2010,Indígena,1
Ubatuba,2010,Indígena,333
Ubirajara,2010,Indígena,3
Uchoa,2010,Indígena,2
União Paulista,2010,Indígena,0
Urânia,2010,Indígena,11
Uru,2010,Indígena,0
Urupês,2010,Indígena,3
Valentim Gentil,2010,Indígena,1
Valinhos,2010,Indígena,38
Valparaíso,2010,Indígena,8
Vargem,2010,Indígena,1
Vargem Grande do Sul,2010,Indígena,15
Vargem Grande Paulista,2010,Indígena,32
Várzea Paulista,2010,Indígena,75
Vera Cruz,2010,Indígena,5
Vinhedo,2010,Indígena,77
Viradouro,2010,Indígena,5
Vista Alegre do Alto,2010,Indígena,7
Vitória Brasil,2010,Indígena,0
Votorantim,2010,Indígena,97
Votuporanga,2010,Indígena,38
Zacarias,2010,Indígena,0
Chavantes,2010,Indígena,1
Estiva Gerbi,2010,Indígena,10
Adamantina,2022,Indígena,17
Adolfo,2022,Indígena,7
Aguaí,2022,Indígena,5
Águas da Prata,2022,Indígena,0
Águas de Lindóia,2022,Indígena,5
Águas de Santa Bárbara,2022,Indígena,4
Águas de São Pedro,2022,Indígena,1
Agudos,2022,Indígena,52
Alambari,2022,Indígena,3
Alfredo Marcondes,2022,Indígena,3
Altair,2022,Indígena,1
Altinópolis,2022,Indígena,6
Alto Alegre,2022,Indígena,1
Alumínio,2022,Indígena,7
Álvares Florence,2022,Indígena,1
Álvares Machado,2022,Indígena,23
Álvaro de Carvalho,2022,Indígena,1
Alvinlândia,2022,Indígena,2
Americana,2022,Indígena,215
Américo Brasiliense,2022,Indígena,16
Américo de Campos,2022,Indígena,6
Amparo,2022,Indígena,31
Analândia,2022,Indígena,6
Andradina,2022,Indígena,21
Angatuba,2022,Indígena,12
Anhembi,2022,Indígena,4
Anhumas,2022,Indígena,1
Aparecida,2022,Indígena,38
Aparecida d'Oeste,2022,Indígena,1
Apiaí,2022,Indígena,22
Araçariguama,2022,Indígena,21
Araçatuba,2022,Indígena,137
Araçoiaba da Serra,2022,Indígena,33
Aramina,2022,Indígena,0
Arandu,2022,Indígena,1
Arapeí,2022,Indígena,6
Araraquara,2022,Indígena,146
Araras,2022,Indígena,81
Arco-Íris,2022,Indígena,236
Arealva,2022,Indígena,1
Areias,2022,Indígena,3
Areiópolis,2022,Indígena,2
Ariranha,2022,Indígena,2
Artur Nogueira,2022,Indígena,31
Arujá,2022,Indígena,111
Aspásia,2022,Indígena,3
Assis,2022,Indígena,72
Atibaia,2022,Indígena,161
Auriflama,2022,Indígena,4
Avaí,2022,Indígena,675
Avanhandava,2022,Indígena,4
Avaré,2022,Indígena,76
Bady Bassitt,2022,Indígena,21
Balbinos,2022,Indígena,4
Bálsamo,2022,Indígena,1
Bananal,2022,Indígena,2
Barão de Antonina,2022,Indígena,116
Barbosa,2022,Indígena,2
Bariri,2022,Indígena,11
Barra Bonita,2022,Indígena,23
Barra do Chapéu,2022,Indígena,3
Barra do Turvo,2022,Indígena,28
Barretos,2022,Indígena,59
Barrinha,2022,Indígena,50
Barueri,2022,Indígena,217
Bastos,2022,Indígena,16
Batatais,2022,Indígena,13
Bauru,2022,Indígena,515
Bebedouro,2022,Indígena,25
Bento de Abreu,2022,Indígena,0
Bernardino de Campos,2022,Indígena,11
Bertioga,2022,Indígena,314
Bilac,2022,Indígena,7
Birigui,2022,Indígena,124
Biritiba Mirim,2022,Indígena,26
Boa Esperança do Sul,2022,Indígena,5
Bocaina,2022,Indígena,15
Bofete,2022,Indígena,8
Boituva,2022,Indígena,69
Bom Jesus dos Perdões,2022,Indígena,9
Bom Sucesso de Itararé,2022,Indígena,0
Borá,2022,Indígena,1
Boracéia,2022,Indígena,6
Borborema,2022,Indígena,2
Borebi,2022,Indígena,13
Botucatu,2022,Indígena,125
Bragança Paulista,2022,Indígena,169
Braúna,2022,Indígena,160
Brejo Alegre,2022,Indígena,0
Brodowski,2022,Indígena,6
Brotas,2022,Indígena,23
Buri,2022,Indígena,4
Buritama,2022,Indígena,20
Buritizal,2022,Indígena,7
Cabrália Paulista,2022,Indígena,1
Cabreúva,2022,Indígena,89
Caçapava,2022,Indígena,39
Cachoeira Paulista,2022,Indígena,13
Caconde,2022,Indígena,4
Cafelândia,2022,Indígena,3
Caiabu,2022,Indígena,0
Caieiras,2022,Indígena,136
Caiuá,2022,Indígena,7
Cajamar,2022,Indígena,74
Cajati,2022,Indígena,23
Cajobi,2022,Indígena,8
Cajuru,2022,Indígena,12
Campina do Monte Alegre,2022,Indígena,12
Campinas,2022,Indígena,1313
Campo Limpo Paulista,2022,Indígena,70
Campos do Jordão,2022,Indígena,35
Campos Novos Paulista,2022,Indígena,2
Cananéia,2022,Indígena,183
Canas,2022,Indígena,1
Cândido Mota,2022,Indígena,21
Cândido Rodrigues,2022,Indígena,1
Canitar,2022,Indígena,12
Capão Bonito,2022,Indígena,43
Capela do Alto,2022,Indígena,11
Capivari,2022,Indígena,21
Caraguatatuba,2022,Indígena,265
Carapicuíba,2022,Indígena,421
Cardoso,2022,Indígena,13
Casa Branca,2022,Indígena,18
Cássia dos Coqueiros,2022,Indígena,1
Castilho,2022,Indígena,22
Catanduva,2022,Indígena,82
Catiguá,2022,Indígena,4
Cedral,2022,Indígena,14
Cerqueira César,2022,Indígena,6
Cerquilho,2022,Indígena,34
Cesário Lange,2022,Indígena,10
Charqueada,2022,Indígena,6
Clementina,2022,Indígena,15
Colina,2022,Indígena,25
Colômbia,2022,Indígena,3
Conchal,2022,Indígena,12
Conchas,2022,Indígena,2
Cordeirópolis,2022,Indígena,6
Coroados,2022,Indígena,11
Coronel Macedo,2022,Indígena,4
Corumbataí,2022,Indígena,5
Cosmópolis,2022,Indígena,27
Cosmorama,2022,Indígena,6
Cotia,2022,Indígena,316
Cravinhos,2022,Indígena,17
Cristais Paulista,2022,Indígena,9
Cruzália,2022,Indígena,1
Cruzeiro,2022,Indígena,35
Cubatão,2022,Indígena,101
Cunha,2022,Indígena,6
Descalvado,2022,Indígena,21
Diadema,2022,Indígena,288
Dirce Reis,2022,Indígena,2
Divinolândia,2022,Indígena,9
Dobrada,2022,Indígena,17
Dois Córregos,2022,Indígena,20
Dolcinópolis,2022,Indígena,0
Dourado,2022,Indígena,0
Dracena,2022,Indígena,22
Duartina,2022,Indígena,36
Dumont,2022,Indígena,3
Echaporã,2022,Indígena,1
Eldorado,2022,Indígena,111
Elias Fausto,2022,Indígena,1
Elisiário,2022,Indígena,1
Embaúba,2022,Indígena,1
Embu das Artes,2022,Indígena,246
Embu-Guaçu,2022,Indígena,93
Emilianópolis,2022,Indígena,0
Engenheiro Coelho,2022,Indígena,18
Espírito Santo do Pinhal,2022,Indígena,18
Espírito Santo do Turvo,2022,Indígena,1
Estrela d'Oeste,2022,Indígena,5
Estrela do Norte,2022,Indígena,2
Euclides da Cunha Paulista,2022,Indígena,3
Fartura,2022,Indígena,7
Fernandópolis,2022,Indígena,51
Fernando Prestes,2022,Indígena,5
Fernão,2022,Indígena,1
Ferraz de Vasconcelos,2022,Indígena,222
Flora Rica,2022,Indígena,0
Floreal,2022,Indígena,1
Flórida Paulista,2022,Indígena,4
Florínea,2022,Indígena,3
Franca,2022,Indígena,236
Francisco Morato,2022,Indígena,140
Franco da Rocha,2022,Indígena,106
Gabriel Monteiro,2022,Indígena,0
Gália,2022,Indígena,3
Garça,2022,Indígena,28
Gastão Vidigal,2022,Indígena,1
Gavião Peixoto,2022,Indígena,0
General Salgado,2022,Indígena,6
Getulina,2022,Indígena,1
Glicério,2022,Indígena,0
Guaiçara,2022,Indígena,11
Guaimbê,2022,Indígena,0
Guaíra,2022,Indígena,16
Guapiaçu,2022,Indígena,24
Guapiara,2022,Indígena,1
Guará,2022,Indígena,5
Guaraçaí,2022,Indígena,0
Guaraci,2022,Indígena,9
Guarani d'Oeste,2022,Indígena,0
Guarantã,2022,Indígena,3
Guararapes,2022,Indígena,18
Guararema,2022,Indígena,54
Guaratinguetá,2022,Indígena,56
Guareí,2022,Indígena,17
Guariba,2022,Indígena,16
Guarujá,2022,Indígena,479
Guarulhos,2022,Indígena,1580
Guatapará,2022,Indígena,5
Guzolândia,2022,Indígena,0
Herculândia,2022,Indígena,13
Holambra,2022,Indígena,4
Hortolândia,2022,Indígena,247
Iacanga,2022,Indígena,8
Iacri,2022,Indígena,7
Iaras,2022,Indígena,9
Ibaté,2022,Indígena,24
Ibirá,2022,Indígena,5
Ibirarema,2022,Indígena,3
Ibitinga,2022,Indígena,49
Ibiúna,2022,Indígena,75
Icém,2022,Indígena,7
Iepê,2022,Indígena,0
Igaraçu do Tietê,2022,Indígena,16
Igarapava,2022,Indígena,2
Igaratá,2022,Indígena,21
Iguape,2022,Indígena,311
Ilhabela,2022,Indígena,112
Ilha Comprida,2022,Indígena,26
Ilha Solteira,2022,Indígena,18
Indaiatuba,2022,Indígena,187
Indiana,2022,Indígena,3
Indiaporã,2022,Indígena,1
Inúbia Paulista,2022,Indígena,5
Ipaussu,2022,Indígena,9
Iperó,2022,Indígena,19
Ipeúna,2022,Indígena,5
Ipiguá,2022,Indígena,10
Iporanga,2022,Indígena,13
Ipuã,2022,Indígena,2
Iracemápolis,2022,Indígena,7
Irapuã,2022,Indígena,2
Irapuru,2022,Indígena,1
Itaberá,2022,Indígena,3
Itaí,2022,Indígena,4
Itajobi,2022,Indígena,7
Itaju,2022,Indígena,5
Itanhaém,2022,Indígena,500
Itaoca,2022,Indígena,0
Itapecerica da Serra,2022,Indígena,252
Itapetininga,2022,Indígena,127
Itapeva,2022,Indígena,35
Itapevi,2022,Indígena,100
Itapira,2022,Indígena,30
Itapirapuã Paulista,2022,Indígena,0
Itápolis,2022,Indígena,8
Itaporanga,2022,Indígena,68
Itapuí,2022,Indígena,1
Itapura,2022,Indígena,0
Itaquaquecetuba,2022,Indígena,494
Itararé,2022,Indígena,49
Itariri,2022,Indígena,84
Itatiba,2022,Indígena,54
Itatinga,2022,Indígena,13
Itirapina,2022,Indígena,8
Itirapuã,2022,Indígena,3
Itobi,2022,Indígena,1
Itu,2022,Indígena,115
Itupeva,2022,Indígena,43
Ituverava,2022,Indígena,20
Jaborandi,2022,Indígena,20
Jaboticabal,2022,Indígena,18
Jacareí,2022,Indígena,177
Jaci,2022,Indígena,5
Jacupiranga,2022,Indígena,14
Jaguariúna,2022,Indígena,31
Jales,2022,Indígena,11
Jambeiro,2022,Indígena,4
Jandira,2022,Indígena,83
Jardinópolis,2022,Indígena,20
Jarinu,2022,Indígena,35
Jaú,2022,Indígena,55
Jeriquara,2022,Indígena,4
Joanópolis,2022,Indígena,8
João Ramalho,2022,Indígena,3
José Bonifácio,2022,Indígena,7
Júlio Mesquita,2022,Indígena,1
Jumirim,2022,Indígena,1
Jundiaí,2022,Indígena,281
Junqueirópolis,2022,Indígena,11
Juquiá,2022,Indígena,27
Juquitiba,2022,Indígena,34
Lagoinha,2022,Indígena,3
Laranjal Paulista,2022,Indígena,3
Lavínia,2022,Indígena,7
Lavrinhas,2022,Indígena,1
Leme,2022,Indígena,51
Lençóis Paulista,2022,Indígena,31
Limeira,2022,Indígena,161
Lindóia,2022,Indígena,0
Lins,2022,Indígena,39
Lorena,2022,Indígena,62
Lourdes,2022,Indígena,0
Louveira,2022,Indígena,35
Lucélia,2022,Indígena,4
Lucianópolis,2022,Indígena,1
Luís Antônio,2022,Indígena,8
Luiziânia,2022,Indígena,7
Lupércio,2022,Indígena,1
Lutécia,2022,Indígena,2
Macatuba,2022,Indígena,8
Macaubal,2022,Indígena,2
Macedônia,2022,Indígena,1
Magda,2022,Indígena,3
Mairinque,2022,Indígena,51
Mairiporã,2022,Indígena,99
Manduri,2022,Indígena,2
Marabá Paulista,2022,Indígena,4
Maracaí,2022,Indígena,7
Marapoama,2022,Indígena,0
Mariápolis,2022,Indígena,0
Marília,2022,Indígena,210
Marinópolis,2022,Indígena,1
Martinópolis,2022,Indígena,11
Matão,2022,Indígena,14
Mauá,2022,Indígena,374
Mendonça,2022,Indígena,3
Meridiano,2022,Indígena,1
Mesópolis,2022,Indígena,0
Miguelópolis,2022,Indígena,12
Mineiros do Tietê,2022,Indígena,3
Miracatu,2022,Indígena,144
Mira Estrela,2022,Indígena,0
Mirandópolis,2022,Indígena,18
Mirante do Paranapanema,2022,Indígena,10
Mirassol,2022,Indígena,57
Mirassolândia,2022,Indígena,0
Mococa,2022,Indígena,30
Mogi das Cruzes,2022,Indígena,538
Mogi Guaçu,2022,Indígena,66
Mogi Mirim,2022,Indígena,121
Mombuca,2022,Indígena,0
Monções,2022,Indígena,0
Mongaguá,2022,Indígena,487
Monte Alegre do Sul,2022,Indígena,2
Monte Alto,2022,Indígena,24
Monte Aprazível,2022,Indígena,13
Monte Azul Paulista,2022,Indígena,2
Monte Castelo,2022,Indígena,0
Monteiro Lobato,2022,Indígena,2
Monte Mor,2022,Indígena,47
Morro Agudo,2022,Indígena,5
Morungaba,2022,Indígena,8
Motuca,2022,Indígena,3
Murutinga do Sul,2022,Indígena,3
Nantes,2022,Indígena,1
Narandiba,2022,Indígena,1
Natividade da Serra,2022,Indígena,4
Nazaré Paulista,2022,Indígena,13
Neves Paulista,2022,Indígena,3
Nhandeara,2022,Indígena,2
Nipoã,2022,Indígena,3
Nova Aliança,2022,Indígena,11
Nova Campina,2022,Indígena,5
Nova Canaã Paulista,2022,Indígena,0
Nova Castilho,2022,Indígena,0
Nova Europa,2022,Indígena,4
Nova Granada,2022,Indígena,23
Nova Guataporanga,2022,Indígena,0
Nova Independência,2022,Indígena,1
Novais,2022,Indígena,0
Nova Luzitânia,2022,Indígena,0
Nova Odessa,2022,Indígena,65
Novo Horizonte,2022,Indígena,25
Nuporanga,2022,Indígena,10
Ocauçu,2022,Indígena,0
Óleo,2022,Indígena,1
Olímpia,2022,Indígena,23
Onda Verde,2022,Indígena,17
Oriente,2022,Indígena,0
Orindiúva,2022,Indígena,0
Orlândia,2022,Indígena,14
Osasco,2022,Indígena,539
Oscar Bressane,2022,Indígena,4
Osvaldo Cruz,2022,Indígena,14
Ourinhos,2022,Indígena,94
Ouroeste,2022,Indígena,1
Ouro Verde,2022,Indígena,10
Pacaembu,2022,Indígena,12
Palestina,2022,Indígena,9
Palmares Paulista,2022,Indígena,9
Palmeira d'Oeste,2022,Indígena,1
Palmital,2022,Indígena,10
Panorama,2022,Indígena,0
Paraguaçu Paulista,2022,Indígena,44
Paraibuna,2022,Indígena,19
Paraíso,2022,Indígena,13
Paranapanema,2022,Indígena,9
Paranapuã,2022,Indígena,0
Parapuã,2022,Indígena,14
Pardinho,2022,Indígena,2
Pariquera-Açu,2022,Indígena,148
Parisi,2022,Indígena,1
Patrocínio Paulista,2022,Indígena,7
Paulicéia,2022,Indígena,1
Paulínia,2022,Indígena,54
Paulistânia,2022,Indígena,1
Paulo de Faria,2022,Indígena,1
Pederneiras,2022,Indígena,17
Pedra Bela,2022,Indígena,8
Pedranópolis,2022,Indígena,4
Pedregulho,2022,Indígena,12
Pedreira,2022,Indígena,28
Pedrinhas Paulista,2022,Indígena,1
Pedro de Toledo,2022,Indígena,22
Penápolis,2022,Indígena,31
Pereira Barreto,2022,Indígena,14
Pereiras,2022,Indígena,15
Peruíbe,2022,Indígena,538
Piacatu,2022,Indígena,7
Piedade,2022,Indígena,23
Pilar do Sul,2022,Indígena,10
Pindamonhangaba,2022,Indígena,116
Pindorama,2022,Indígena,6
Pinhalzinho,2022,Indígena,4
Piquerobi,2022,Indígena,0
