municipio,ano,cor,populacao
Tuiuti,2010,Branca,4460
Tupã,2010,Branca,41767
Tupi Paulista,2010,Branca,10762
Turiúba,2010,Branca,1524
Turmalina,2010,Branca,1668
Ubarana,2010,Branca,3461
Ubatuba,2010,Branca,46685
Ubirajara,2010,Branca,2983
Uchoa,2010,Branca,7122
União Paulista,2010,Branca,958
Urânia,2010,Branca,6339
Uru,2010,Branca,1096
Urupês,2010,Branca,10468
Valentim Gentil,2010,Branca,7793
Valinhos,2010,Branca,84731
Valparaíso,2010,Branca,10979
Vargem,2010,Branca,6754
Vargem Grande do Sul,2010,Branca,27812
Vargem Grande Paulista,2010,Branca,25673
Várzea Paulista,2010,Branca,67053
Vera Cruz,2010,Branca,6471
Vinhedo,2010,Branca,46615
Viradouro,2010,Branca,11820
Vista Alegre do Alto,2010,Branca,4306
Vitória Brasil,2010,Branca,1106
Votorantim,2010,Branca,81975
Votuporanga,2010,Branca,65099
Zacarias,2010,Branca,1540
Chavantes,2010,Branca,8381
Estiva Gerbi,2010,Branca,7858
Adamantina,2022,Branca,23357
Adolfo,2022,Branca,2596
Aguaí,2022,Branca,20190
Águas da Prata,2022,Branca,5287
Águas de Lindóia,2022,Branca,13288
Águas de Santa Bárbara,2022,Branca,4586
Águas de São Pedro,2022,Branca,2224
Agudos,2022,Branca,22272
Alambari,2022,Branca,4183
Alfredo Marcondes,2022,Branca,2519
Altair,2022,Branca,1669
Altinópolis,2022,Branca,10278
Alto Alegre,2022,Branca,2524
Alumínio,2022,Branca,8944
Álvares Florence,2022,Branca,2534
Álvares Machado,2022,Branca,14618
Álvaro de Carvalho,2022,Branca,2154
Alvinlândia,2022,Branca,1490
Americana,2022,Branca,167758
Américo Brasiliense,2022,Branca,16490
Américo de Campos,2022,Branca,3994
Amparo,2022,Branca,49363
Analândia,2022,Branca,2923
Andradina,2022,Branca,31450
Angatuba,2022,Branca,17660
Anhembi,2022,Branca,3435
Anhumas,2022,Branca,2179
Aparecida,2022,Branca,20874
Aparecida d'Oeste,2022,Branca,2673
Apiaí,2022,Branca,11359
Araçariguama,2022,Branca,9978
Araçatuba,2022,Branca,117740
Araçoiaba da Serra,2022,Branca,22666
Aramina,2022,Branca,2898
Arandu,2022,Branca,3842
Arapeí,2022,Branca,1166
Araraquara,2022,Branca,157275
Araras,2022,Branca,86684
Arco-Íris,2022,Branca,1028
Arealva,2022,Branca,5929
Areias,2022,Branca,1903
Areiópolis,2022,Branca,5535
Ariranha,2022,Branca,5486
Artur Nogueira,2022,Branca,29123
Arujá,2022,Branca,44602
Aspásia,2022,Branca,1056
Assis,2022,Branca,71594
Atibaia,2022,Branca,101568
Auriflama,2022,Branca,9087
Avaí,2022,Branca,2331
Avanhandava,2022,Branca,5831
Avaré,2022,Branca,62119
Bady Bassitt,2022,Branca,17540
Balbinos,2022,Branca,1905
Bálsamo,2022,Branca,7099
Bananal,2022,Branca,5149
Barão de Antonina,2022,Branca,2616
Barbosa,2022,Branca,2759
Bariri,2022,Branca,22946
Barra Bonita,2022,Branca,24069
Barra do Chapéu,2022,Branca,2107
Barra do Turvo,2022,Branca,2829
Barretos,2022,Branca,75224
Barrinha,2022,Branca,12646
Barueri,2022,Branca,165549
Bastos,2022,Branca,9236
Batatais,2022,Branca,38750
Bauru,2022,Branca,242551
Bebedouro,2022,Branca,49965
Bento de Abreu,2022,Branca,1135
Bernardino de Campos,2022,Branca,8595
Bertioga,2022,Branca,27757
Bilac,2022,Branca,4803
Birigui,2022,Branca,74896
Biritiba Mirim,2022,Branca,16903
Boa Esperança do Sul,2022,Branca,7218
Bocaina,2022,Branca,7578
Bofete,2022,Branca,6519
Boituva,2022,Branca,39530
Bom Jesus dos Perdões,2022,Branca,13036
Bom Sucesso de Itararé,2022,Branca,2311
Borá,2022,Branca,512
Boracéia,2022,Branca,2961
Borborema,2022,Branca,10344
Borebi,2022,Branca,1495
Botucatu,2022,Branca,101105
Bragança Paulista,2022,Branca,122125
Braúna,2022,Branca,2884
Brejo Alegre,2022,Branca,1131
Brodowski,2022,Branca,17049
Brotas,2022,Branca,16132
Buri,2022,Branca,13220
Buritama,2022,Branca,10306
Buritizal,2022,Branca,2919
Cabrália Paulista,2022,Branca,2738
Cabreúva,2022,Branca,25086
Caçapava,2022,Branca,60842
Cachoeira Paulista,2022,Branca,19800
Caconde,2022,Branca,11483
Cafelândia,2022,Branca,9440
Caiabu,2022,Branca,1841
Caieiras,2022,Branca,50989
Caiuá,2022,Branca,2408
Cajamar,2022,Branca,46505
Cajati,2022,Branca,13312
Cajobi,2022,Branca,5844
Cajuru,2022,Branca,15300
Campina do Monte Alegre,2022,Branca,4092
Campinas,2022,Branca,677979
Campo Limpo Paulista,2022,Branca,44999
Campos do Jordão,2022,Branca,34269
Campos Novos Paulista,2022,Branca,3127
Cananéia,2022,Branca,6571
Canas,2022,Branca,2604
Cândido Mota,2022,Branca,20841
Cândido Rodrigues,2022,Branca,2069
Canitar,2022,Branca,3321
Capão Bonito,2022,Branca,31348
Capela do Alto,2022,Branca,16120
Capivari,2022,Branca,31388
Caraguatatuba,2022,Branca,76327
Carapicuíba,2022,Branca,177357
Cardoso,2022,Branca,5907
Casa Branca,2022,Branca,18029
Cássia dos Coqueiros,2022,Branca,1922
Castilho,2022,Branca,8994
Catanduva,2022,Branca,80036
Catiguá,2022,Branca,4356
Cedral,2022,Branca,8379
Cerqueira César,2022,Branca,14552
Cerquilho,2022,Branca,32155
Cesário Lange,2022,Branca,13763
Charqueada,2022,Branca,10185
Clementina,2022,Branca,3632
Colina,2022,Branca,10444
Colômbia,2022,Branca,2808
Conchal,2022,Branca,16253
Conchas,2022,Branca,11692
Cordeirópolis,2022,Branca,15726
Coroados,2022,Branca,3286
Coronel Macedo,2022,Branca,2756
Corumbataí,2022,Branca,2761
Cosmópolis,2022,Branca,31663
Cosmorama,2022,Branca,5552
Cotia,2022,Branca,138654
Cravinhos,2022,Branca,21789
Cristais Paulista,2022,Branca,5127
Cruzália,2022,Branca,1337
Cruzeiro,2022,Branca,50530
Cubatão,2022,Branca,44281
Cunha,2022,Branca,14521
Descalvado,2022,Branca,22172
Diadema,2022,Branca,178838
Dirce Reis,2022,Branca,985
Divinolândia,2022,Branca,8725
Dobrada,2022,Branca,3966
Dois Córregos,2022,Branca,16366
Dolcinópolis,2022,Branca,1383
Dourado,2022,Branca,5873
Dracena,2022,Branca,28660
Duartina,2022,Branca,7767
Dumont,2022,Branca,5138
Echaporã,2022,Branca,3725
Eldorado,2022,Branca,4847
Elias Fausto,2022,Branca,10454
Elisiário,2022,Branca,2172
Embaúba,2022,Branca,1599
Embu das Artes,2022,Branca,95673
Embu-Guaçu,2022,Branca,31653
Emilianópolis,2022,Branca,1623
Engenheiro Coelho,2022,Branca,9648
Espírito Santo do Pinhal,2022,Branca,30477
Espírito Santo do Turvo,2022,Branca,2524
Estrela d'Oeste,2022,Branca,6140
Estrela do Norte,2022,Branca,1296
Euclides da Cunha Paulista,2022,Branca,2668
Fartura,2022,Branca,12835
Fernandópolis,2022,Branca,48381
Fernando Prestes,2022,Branca,4326
Fernão,2022,Branca,991
Ferraz de Vasconcelos,2022,Branca,76790
Flora Rica,2022,Branca,727
Floreal,2022,Branca,2028
Flórida Paulista,2022,Branca,6951
Florínea,2022,Branca,2047
Franca,2022,Branca,225551
Francisco Morato,2022,Branca,62193
Franco da Rocha,2022,Branca,65386
Gabriel Monteiro,2022,Branca,1710
Gália,2022,Branca,3589
Garça,2022,Branca,24690
Gastão Vidigal,2022,Branca,1831
Gavião Peixoto,2022,Branca,2433
General Salgado,2022,Branca,6242
Getulina,2022,Branca,4684
Glicério,2022,Branca,2403
Guaiçara,2022,Branca,5797
Guaimbê,2022,Branca,2319
Guaíra,2022,Branca,21753
Guapiaçu,2022,Branca,12742
Guapiara,2022,Branca,8459
Guará,2022,Branca,9053
Guaraçaí,2022,Branca,3951
Guaraci,2022,Branca,5410
Guarani d'Oeste,2022,Branca,1293
Guarantã,2022,Branca,3432
Guararapes,2022,Branca,16579
Guararema,2022,Branca,18378
Guaratinguetá,2022,Branca,76371
Guareí,2022,Branca,9602
Guariba,2022,Branca,16002
Guarujá,2022,Branca,120376
Guarulhos,2022,Branca,628337
Guatapará,2022,Branca,3576
Guzolândia,2022,Branca,2145
Herculândia,2022,Branca,4474
Holambra,2022,Branca,9150
Hortolândia,2022,Branca,114463
Iacanga,2022,Branca,6955
Iacri,2022,Branca,3277
Iaras,2022,Branca,3866
Ibaté,2022,Branca,17257
Ibirá,2022,Branca,8326
Ibirarema,2022,Branca,4380
Ibitinga,2022,Branca,40151
Ibiúna,2022,Branca,44179
Icém,2022,Branca,3961
Iepê,2022,Branca,5216
Igaraçu do Tietê,2022,Branca,13189
Igarapava,2022,Branca,13530
Igaratá,2022,Branca,6510
Iguape,2022,Branca,14681
Ilhabela,2022,Branca,17871
Ilha Comprida,2022,Branca,7465
Ilha Solteira,2022,Branca,13372
Indaiatuba,2022,Branca,163860
Indiana,2022,Branca,3106
Indiaporã,2022,Branca,2278
Inúbia Paulista,2022,Branca,1966
Ipaussu,2022,Branca,8842
Iperó,2022,Branca,20378
Ipeúna,2022,Branca,4078
Ipiguá,2022,Branca,4252
Iporanga,2022,Branca,892
Ipuã,2022,Branca,7454
Iracemápolis,2022,Branca,14012
Irapuã,2022,Branca,4582
Irapuru,2022,Branca,3559
Itaberá,2022,Branca,12686
Itaí,2022,Branca,16063
Itajobi,2022,Branca,12169
Itaju,2022,Branca,2354
Itanhaém,2022,Branca,58198
Itaoca,2022,Branca,1046
Itapecerica da Serra,2022,Branca,66536
Itapetininga,2022,Branca,110048
Itapeva,2022,Branca,62294
Itapevi,2022,Branca,90405
Itapira,2022,Branca,51723
Itapirapuã Paulista,2022,Branca,2174
Itápolis,2022,Branca,28352
Itaporanga,2022,Branca,10401
Itapuí,2022,Branca,8489
Itapura,2022,Branca,1510
Itaquaquecetuba,2022,Branca,147012
Itararé,2022,Branca,32907
Itariri,2022,Branca,6750
Itatiba,2022,Branca,76794
Itatinga,2022,Branca,12019
Itirapina,2022,Branca,9460
Itirapuã,2022,Branca,2979
Itobi,2022,Branca,4863
Itu,2022,Branca,104964
Itupeva,2022,Branca,39398
Ituverava,2022,Branca,21892
Jaborandi,2022,Branca,3251
Jaboticabal,2022,Branca,46705
Jacareí,2022,Branca,154729
Jaci,2022,Branca,4636
Jacupiranga,2022,Branca,8229
Jaguariúna,2022,Branca,38280
Jales,2022,Branca,33764
Jambeiro,2022,Branca,4252
Jandira,2022,Branca,54901
Jardinópolis,2022,Branca,25916
Jarinu,2022,Branca,20502
Jaú,2022,Branca,95343
Jeriquara,2022,Branca,1777
Joanópolis,2022,Branca,8920
João Ramalho,2022,Branca,2246
José Bonifácio,2022,Branca,25027
Júlio Mesquita,2022,Branca,1849
Jumirim,2022,Branca,1970
Jundiaí,2022,Branca,309111
Junqueirópolis,2022,Branca,11660
Juquiá,2022,Branca,7767
Juquitiba,2022,Branca,15179
Lagoinha,2022,Branca,3648
Laranjal Paulista,2022,Branca,17622
Lavínia,2022,Branca,4507
Lavrinhas,2022,Branca,4451
Leme,2022,Branca,63969
Lençóis Paulista,2022,Branca,44649
Limeira,2022,Branca,190372
Lindóia,2022,Branca,5142
Lins,2022,Branca,43496
Lorena,2022,Branca,53139
Lourdes,2022,Branca,1206
Louveira,2022,Branca,27832
Lucélia,2022,Branca,11642
Lucianópolis,2022,Branca,1416
Luís Antônio,2022,Branca,6118
Luiziânia,2022,Branca,2206
Lupércio,2022,Branca,1929
Lutécia,2022,Branca,1483
Macatuba,2022,Branca,10191
Macaubal,2022,Branca,5478
Macedônia,2022,Branca,2563
Magda,2022,Branca,2162
Mairinque,2022,Branca,26346
Mairiporã,2022,Branca,52692
Manduri,2022,Branca,7197
Marabá Paulista,2022,Branca,1829
Maracaí,2022,Branca,8164
Marapoama,2022,Branca,2432
Mariápolis,2022,Branca,2148
Marília,2022,Branca,142400
Marinópolis,2022,Branca,1099
Martinópolis,2022,Branca,13968
Matão,2022,Branca,49446
Mauá,2022,Branca,210661
Mendonça,2022,Branca,4023
Meridiano,2022,Branca,2974
Mesópolis,2022,Branca,1123
Miguelópolis,2022,Branca,10399
Mineiros do Tietê,2022,Branca,7471
Miracatu,2022,Branca,8678
Mira Estrela,2022,Branca,2016
Mirandópolis,2022,Branca,15120
Mirante do Paranapanema,2022,Branca,7397
Mirassol,2022,Branca,42962
Mirassolândia,2022,Branca,3043
Mococa,2022,Branca,44617
Mogi das Cruzes,2022,Branca,248044
Mogi Guaçu,2022,Branca,111663
Mogi Mirim,2022,Branca,67372
Mombuca,2022,Branca,2138
Monções,2022,Branca,1392
Mongaguá,2022,Branca,27516
Monte Alegre do Sul,2022,Branca,6432
Monte Alto,2022,Branca,33686
Monte Aprazível,2022,Branca,14969
Monte Azul Paulista,2022,Branca,12810
Monte Castelo,2022,Branca,2590
Monteiro Lobato,2022,Branca,2694
Monte Mor,2022,Branca,31626
Morro Agudo,2022,Branca,12718
Morungaba,2022,Branca,8344
Motuca,2022,Branca,2094
Murutinga do Sul,2022,Branca,2270
Nantes,2022,Branca,1209
Narandiba,2022,Branca,2400
Natividade da Serra,2022,Branca,4818
Nazaré Paulista,2022,Branca,11661
Neves Paulista,2022,Branca,6859
Nhandeara,2022,Branca,6972
Nipoã,2022,Branca,2630
Nova Aliança,2022,Branca,4521
Nova Campina,2022,Branca,5490
Nova Canaã Paulista,2022,Branca,1258
Nova Castilho,2022,Branca,680
Nova Europa,2022,Branca,4913
Nova Granada,2022,Branca,11351
Nova Guataporanga,2022,Branca,1411
Nova Independência,2022,Branca,2118
Novais,2022,Branca,2127
Nova Luzitânia,2022,Branca,1550
Nova Odessa,2022,Branca,40578
Novo Horizonte,2022,Branca,26608
Nuporanga,2022,Branca,5026
Ocauçu,2022,Branca,2555
Óleo,2022,Branca,1833
Olímpia,2022,Branca,35634
Onda Verde,2022,Branca,2585
Oriente,2022,Branca,3284
Orindiúva,2022,Branca,3083
Orlândia,2022,Branca,21903
Osasco,2022,Branca,377631
Oscar Bressane,2022,Branca,1596
Osvaldo Cruz,2022,Branca,19176
Ourinhos,2022,Branca,70140
Ouroeste,2022,Branca,6020
Ouro Verde,2022,Branca,3493
Pacaembu,2022,Branca,6731
Palestina,2022,Branca,6690
Palmares Paulista,2022,Branca,4714
Palmeira d'Oeste,2022,Branca,5864
Palmital,2022,Branca,14795
Panorama,2022,Branca,7767
Paraguaçu Paulista,2022,Branca,23533
Paraibuna,2022,Branca,11857
Paraíso,2022,Branca,4333
Paranapanema,2022,Branca,12877
Paranapuã,2022,Branca,2198
Parapuã,2022,Branca,5837
Pardinho,2022,Branca,4701
Pariquera-Açu,2022,Branca,10062
Parisi,2022,Branca,1856
Patrocínio Paulista,2022,Branca,7557
Paulicéia,2022,Branca,3818
Paulínia,2022,Branca,69553
Paulistânia,2022,Branca,1316
Paulo de Faria,2022,Branca,3614
Pederneiras,2022,Branca,27628
Pedra Bela,2022,Branca,4778
Pedranópolis,2022,Branca,1967
Pedregulho,2022,Branca,8800
Pedreira,2022,Branca,28979
Pedrinhas Paulista,2022,Branca,1917
Pedro de Toledo,2022,Branca,6017
Penápolis,2022,Branca,40435
Pereira Barreto,2022,Branca,10565
Pereiras,2022,Branca,5857
Peruíbe,2022,Branca,35802
Piacatu,2022,Branca,2967
Piedade,2022,Branca,37961
Pilar do Sul,2022,Branca,17968
Pindamonhangaba,2022,Branca,99855
Pindorama,2022,Branca,9992
Pinhalzinho,2022,Branca,11528
Piquerobi,2022,Branca,1716
Piquete,2022,Branca,7757
Piracaia,2022,Branca,17193
Piracicaba,2022,Branca,272080
Piraju,2022,Branca,23116
Pirajuí,2022,Branca,13653
Pirangi,2022,Branca,7701
Pirapora do Bom Jesus,2022,Branca,7588
Pirapozinho,2022,Branca,13068
Pirassununga,2022,Branca,50072
Piratininga,2022,Branca,10506
Pitangueiras,2022,Branca,17593
Planalto,2022,Branca,2338
Platina,2022,Branca,1844
Poá,2022,Branca,51053
Poloni,2022,Branca,3503
Pompéia,2022,Branca,11066
Pongaí,2022,Branca,2579
Pontal,2022,Branca,15467
Pontalinda,2022,Branca,1989
Pontes Gestal,2022,Branca,1397
Populina,2022,Branca,2470
Porangaba,2022,Branca,7244
Porto Feliz,2022,Branca,36432
Porto Ferreira,2022,Branca,32624
Potim,2022,Branca,11186
Potirendaba,2022,Branca,12828
Pracinha,2022,Branca,1022
Pradópolis,2022,Branca,9971
Praia Grande,2022,Branca,182320
Pratânia,2022,Branca,2924
Presidente Alves,2022,Branca,2342
Presidente Bernardes,2022,Branca,8830
Presidente Epitácio,2022,Branca,18393
Presidente Prudente,2022,Branca,133716
Presidente Venceslau,2022,Branca,19564
Promissão,2022,Branca,20641
Quadra,2022,Branca,2275
Quatá,2022,Branca,6860
Queiroz,2022,Branca,1290
Queluz,2022,Branca,5214
Quintana,2022,Branca,3697
Rafard,2022,Branca,5816
Rancharia,2022,Branca,16556
Redenção da Serra,2022,Branca,3009
Regente Feijó,2022,Branca,11627
Reginópolis,2022,Branca,4601
Registro,2022,Branca,31790
Restinga,2022,Branca,3380
Ribeira,2022,Branca,1373
Ribeirão Bonito,2022,Branca,5571
Ribeirão Branco,2022,Branca,11307
Ribeirão Corrente,2022,Branca,2088
Ribeirão do Sul,2022,Branca,3526
Ribeirão dos Índios,2022,Branca,1224
Ribeirão Grande,2022,Branca,5264
Ribeirão Pires,2022,Branca,65501
Ribeirão Preto,2022,Branca,444608
Riversul,2022,Branca,3840
Rifaina,2022,Branca,2626
Rincão,2022,Branca,5083
Rinópolis,2022,Branca,5218
Rio Claro,2022,Branca,136235
Rio das Pedras,2022,Branca,17862
Rio Grande da Serra,2022,Branca,18924
Riolândia,2022,Branca,4418
Rosana,2022,Branca,7691
Roseira,2022,Branca,6214
Rubiácea,2022,Branca,1315
Rubinéia,2022,Branca,2220
Sabino,2022,Branca,3163
Sagres,2022,Branca,1102
Sales,2022,Branca,4280
Sales Oliveira,2022,Branca,8144
Salesópolis,2022,Branca,11369
Salmourão,2022,Branca,2048
Saltinho,2022,Branca,6368
Salto,2022,Branca,84794
Salto de Pirapora,2022,Branca,28028
Salto Grande,2022,Branca,5898
Sandovalina,2022,Branca,1420
Santa Adélia,2022,Branca,9397
Santa Albertina,2022,Branca,3920
Santa Bárbara d'Oeste,2022,Branca,119959
Santa Branca,2022,Branca,9104
Santa Clara d'Oeste,2022,Branca,1533
Santa Cruz da Conceição,2022,Branca,3379
Santa Cruz da Esperança,2022,Branca,1348
Santa Cruz das Palmeiras,2022,Branca,15810
Santa Cruz do Rio Pardo,2022,Branca,33923
Santa Ernestina,2022,Branca,2875
Santa Fé do Sul,2022,Branca,23022
Santa Gertrudes,2022,Branca,13564
Santa Isabel,2022,Branca,32652
Santa Lúcia,2022,Branca,3907
Santa Maria da Serra,2022,Branca,2958
Santa Mercedes,2022,Branca,1548
Santana da Ponte Pensa,2022,Branca,1195
Santana de Parnaíba,2022,Branca,84689
Santa Rita d'Oeste,2022,Branca,1999
Santa Rita do Passa Quatro,2022,Branca,17620
Santa Rosa de Viterbo,2022,Branca,13814
Santa Salete,2022,Branca,1269
Santo Anastácio,2022,Branca,10955
Santo André,2022,Branca,487984
Santo Antônio da Alegria,2022,Branca,4385
Santo Antônio de Posse,2022,Branca,14196
Santo Antônio do Aracanguá,2022,Branca,3674
Santo Antônio do Jardim,2022,Branca,4560
Santo Antônio do Pinhal,2022,Branca,5686
Santo Expedito,2022,Branca,1482
Santópolis do Aguapeí,2022,Branca,1641
Santos,2022,Branca,282641
São Bento do Sapucaí,2022,Branca,9309
São Bernardo do Campo,2022,Branca,477984
São Caetano do Sul,2022,Branca,131449
São Carlos,2022,Branca,170822
São Francisco,2022,Branca,1781
São João da Boa Vista,2022,Branca,69103
São João das Duas Pontes,2022,Branca,1445
São João de Iracema,2022,Branca,850
São João do Pau d'Alho,2022,Branca,1473
São Joaquim da Barra,2022,Branca,26405
São José da Bela Vista,2022,Branca,3891
São José do Barreiro,2022,Branca,2389
São José do Rio Pardo,2022,Branca,35477
São José do Rio Preto,2022,Branca,324417
São José dos Campos,2022,Branca,462603
São Lourenço da Serra,2022,Branca,8762
São Luiz do Paraitinga,2022,Branca,7697
São Manuel,2022,Branca,24374
São Miguel Arcanjo,2022,Branca,21320
São Paulo,2022,Branca,6214422
São Pedro,2022,Branca,27103
São Pedro do Turvo,2022,Branca,5037
São Roque,2022,Branca,47907
São Sebastião,2022,Branca,38747
São Sebastião da Grama,2022,Branca,7148
São Simão,2022,Branca,8480
São Vicente,2022,Branca,152308
Sarapuí,2022,Branca,7208
Sarutaiá,2022,Branca,2709
Sebastianópolis do Sul,2022,Branca,2080
Serra Azul,2022,Branca,6222
Serrana,2022,Branca,20377
Serra Negra,2022,Branca,22776
Sertãozinho,2022,Branca,65404
Sete Barras,2022,Branca,5788
Severínia,2022,Branca,7260
Silveiras,2022,Branca,3905
Socorro,2022,Branca,31952
Sorocaba,2022,Branca,481744
Sud Mennucci,2022,Branca,3765
Sumaré,2022,Branca,146872
Suzano,2022,Branca,143734
Suzanápolis,2022,Branca,1587
Tabapuã,2022,Branca,7612
Tabatinga,2022,Branca,9267
Taboão da Serra,2022,Branca,127274
Taciba,2022,Branca,3364
Taguaí,2022,Branca,9548
Taiaçu,2022,Branca,3483
Taiúva,2022,Branca,4276
Tambaú,2022,Branca,13395
Tanabi,2022,Branca,16819
Tapiraí,2022,Branca,4456
Tapiratiba,2022,Branca,7026
Taquaral,2022,Branca,1581
Taquaritinga,2022,Branca,32260
Taquarituba,2022,Branca,16456
Taquarivaí,2022,Branca,4556
Tarabai,2022,Branca,2856
Tarumã,2022,Branca,8356
Tatuí,2022,Branca,87508
Taubaté,2022,Branca,217190
Tejupá,2022,Branca,2905
Teodoro Sampaio,2022,Branca,9804
Terra Roxa,2022,Branca,4891
Tietê,2022,Branca,26061
Timburi,2022,Branca,1866
Torre de Pedra,2022,Branca,1489
Torrinha,2022,Branca,7050
Trabiju,2022,Branca,850
Tremembé,2022,Branca,33113
Três Fronteiras,2022,Branca,4169
Tuiuti,2022,Branca,4470
Tupã,2022,Branca,37891
Tupi Paulista,2022,Branca,10718
Turiúba,2022,Branca,1244
Turmalina,2022,Branca,1249
Ubarana,2022,Branca,2823
Ubatuba,2022,Branca,49447
Ubirajara,2022,Branca,3181
Uchoa,2022,Branca,6898
União Paulista,2022,Branca,890
Urânia,2022,Branca,5855
Uru,2022,Branca,1002
Urupês,2022,Branca,10060
Valentim Gentil,2022,Branca,8618
Valinhos,2022,Branca,91590
Valparaíso,2022,Branca,10502
Vargem,2022,Branca,7243
Vargem Grande do Sul,2022,Branca,27659
Vargem Grande Paulista,2022,Branca,28637
Várzea Paulista,2022,Branca,62915
Vera Cruz,2022,Branca,5535
Vinhedo,2022,Branca,52274
Viradouro,2022,Branca,10968
Vista Alegre do Alto,2022,Branca,4235
Vitória Brasil,2022,Branca,1033
Votorantim,2022,Branca,87490
Votuporanga,2022,Branca,64359
Zacarias,2022,Branca,1616
Chavantes,2022,Branca,7461
Estiva Gerbi,2022,Branca,7994
Adamantina,2010,Preta,849
Adolfo,2010,Preta,80
Aguaí,2010,Preta,1720
Águas da Prata,2010,Preta,305
Águas de Lindóia,2010,Preta,437
Águas de Santa Bárbara,2010,Preta,141
Águas de São Pedro,2010,Preta,41
Agudos,2010,Preta,1629
Alambari,2010,Preta,93
Alfredo Marcondes,2010,Preta,112
Altair,2010,Preta,278
Altinópolis,2010,Preta,757
Alto Alegre,2010,Preta,96
Alumínio,2010,Preta,986
Álvares Florence,2010,Preta,57
Álvares Machado,2010,Preta,1262
Álvaro de Carvalho,2010,Preta,475
Alvinlândia,2010,Preta,309
Americana,2010,Preta,6166
Américo Brasiliense,2010,Preta,1775
Américo de Campos,2010,Preta,106
Amparo,2010,Preta,2402
Analândia,2010,Preta,196
Andradina,2010,Preta,2310
Angatuba,2010,Preta,438
Anhembi,2010,Preta,244
Anhumas,2010,Preta,114
Aparecida,2010,Preta,1609
Aparecida d'Oeste,2010,Preta,89
Apiaí,2010,Preta,736
Araçariguama,2010,Preta,1008
Araçatuba,2010,Preta,8634
Araçoiaba da Serra,2010,Preta,725
Aramina,2010,Preta,404
Arandu,2010,Preta,294
Arapeí,2010,Preta,229
Araraquara,2010,Preta,12667
Araras,2010,Preta,5840
Arco-Íris,2010,Preta,47
Arealva,2010,Preta,286
Areias,2010,Preta,222
Areiópolis,2010,Preta,377
Ariranha,2010,Preta,314
Artur Nogueira,2010,Preta,1465
Arujá,2010,Preta,4076
Aspásia,2010,Preta,59
Assis,2010,Preta,3249
Atibaia,2010,Preta,4335
Auriflama,2010,Preta,379
Avaí,2010,Preta,118
Avanhandava,2010,Preta,488
Avaré,2010,Preta,3365
Bady Bassitt,2010,Preta,371
Balbinos,2010,Preta,333
Bálsamo,2010,Preta,255
Bananal,2010,Preta,1084
Barão de Antonina,2010,Preta,56
Barbosa,2010,Preta,442
Bariri,2010,Preta,1072
Barra Bonita,2010,Preta,1256
Barra do Chapéu,2010,Preta,135
Barra do Turvo,2010,Preta,299
Barretos,2010,Preta,8525
Barrinha,2010,Preta,2326
Barueri,2010,Preta,14950
Bastos,2010,Preta,566
Batatais,2010,Preta,2829
Bauru,2010,Preta,17041
Bebedouro,2010,Preta,3851
Bento de Abreu,2010,Preta,242
Bernardino de Campos,2010,Preta,310
Bertioga,2010,Preta,3617
Bilac,2010,Preta,231
Birigui,2010,Preta,2915
Biritiba Mirim,2010,Preta,1248
Boa Esperança do Sul,2010,Preta,542
Bocaina,2010,Preta,475
Bofete,2010,Preta,248
Boituva,2010,Preta,1938
Bom Jesus dos Perdões,2010,Preta,443
Bom Sucesso de Itararé,2010,Preta,85
Borá,2010,Preta,30
Boracéia,2010,Preta,224
Borborema,2010,Preta,367
Borebi,2010,Preta,92
Botucatu,2010,Preta,4813
Bragança Paulista,2010,Preta,4881
Braúna,2010,Preta,167
Brejo Alegre,2010,Preta,90
Brodowski,2010,Preta,886
Brotas,2010,Preta,855
Buri,2010,Preta,435
Buritama,2010,Preta,486
Buritizal,2010,Preta,133
Cabrália Paulista,2010,Preta,113
Cabreúva,2010,Preta,1969
Caçapava,2010,Preta,3383
Cachoeira Paulista,2010,Preta,1668
Caconde,2010,Preta,923
Cafelândia,2010,Preta,607
Caiabu,2010,Preta,163
Caieiras,2010,Preta,5220
Caiuá,2010,Preta,355
Cajamar,2010,Preta,3822
Cajati,2010,Preta,855
Cajobi,2010,Preta,304
Cajuru,2010,Preta,965
Campina do Monte Alegre,2010,Preta,64
Campinas,2010,Preta,74656
Campo Limpo Paulista,2010,Preta,3958
Campos do Jordão,2010,Preta,1159
Campos Novos Paulista,2010,Preta,134
Cananéia,2010,Preta,519
Canas,2010,Preta,296
Cândido Mota,2010,Preta,833
Cândido Rodrigues,2010,Preta,67
Canitar,2010,Preta,230
Capão Bonito,2010,Preta,827
Capela do Alto,2010,Preta,363
Capivari,2010,Preta,4152
Caraguatatuba,2010,Preta,4479
Carapicuíba,2010,Preta,29877
Cardoso,2010,Preta,503
Casa Branca,2010,Preta,1754
Cássia dos Coqueiros,2010,Preta,117
Castilho,2010,Preta,838
Catanduva,2010,Preta,4396
Catiguá,2010,Preta,178
Cedral,2010,Preta,258
Cerqueira César,2010,Preta,549
Cerquilho,2010,Preta,876
Cesário Lange,2010,Preta,321
Charqueada,2010,Preta,578
Clementina,2010,Preta,291
Colina,2010,Preta,841
Colômbia,2010,Preta,603
Conchal,2010,Preta,1719
Conchas,2010,Preta,343
Cordeirópolis,2010,Preta,1089
Coroados,2010,Preta,124
Coronel Macedo,2010,Preta,118
Corumbataí,2010,Preta,192
